ID,Full Name,Gender,Date of Birth,Checkout Date,Purpose,SOURCE,Overall Experience,NPS RATING,NPS CATEGORY,Feedback,Feedback Category,Rating,Rating Range
1256,Guest 01256,Male,28-07-1973,02-10-2021,Vacation,Television advertisement,4,9,Promoters,Gym,Facility,Average,2
1257,Guest 01257,Male,10-05-1989,23-05-2021,Business,Word of mouth,3,3,Detractors,Staff attitude,Staff,Excellent,5
1258,Guest 01258,Male,15-09-1988,30-09-2022,Vacation,Search engine,4,5,Detractors,Check-in Process,Staff,Good,3
1259,Guest 01259,Male,30-10-1999,08-03-2020,Vacation,hotel booking sites,3,7,Passives,Room service,Room,Very good,4
1260,Guest 01260,Male,19-11-1999,30-12-2022,Business,Organization,2,9,Promoters,Room cleanliness,Room,Average,2
1261,Guest 01261,Male,02-04-1960,26-01-2022,Business,Organization,5,9,Promoters,Food quality,Restaurant,Good,3
1262,Guest 01262,Male,16-11-1966,24-06-2020,Business,Organization,2,4,Detractors,Variety of food,Restaurant,Poor,1
1263,Guest 01263,Male,03-04-1971,05-07-2020,Business,Organization,2,6,Detractors,Broadband & TV,Facility,Average,2
1264,Guest 01264,Male,07-01-1960,21-05-2020,Function,Search engine,3,7,Passives,Gym,Facility,Poor,1
1265,Guest 01265,Female,26-09-2006,21-12-2020,Business,Organization,4,9,Promoters,Staff attitude,Staff,Good,3
1266,Guest 01266,Female,01-04-1995,23-08-2021,Business,Organization,4,9,Promoters,Check-in Process,Staff,Good,3
1267,Guest 01267,Female,30-11-1970,24-09-2020,Business,hotel booking sites,3,8,Passives,Room service,Room,Very good,4
1268,Guest 01268,Female,28-02-1991,04-04-2021,Business,Organization,2,5,Detractors,Room cleanliness,Room,Average,2
1269,Guest 01269,Male,10-04-1979,29-03-2022,Function,Word of mouth,1,9,Promoters,Food quality,Restaurant,Poor,1
1270,Guest 01270,Male,08-01-1956,16-04-2021,Business,Organization,4,9,Promoters,Variety of food,Restaurant,Poor,1
1271,Guest 01271,Female,23-01-1978,04-09-2020,Vacation,News paper,5,9,Promoters,Broadband & TV,Facility,Good,3
1272,Guest 01272,Female,25-04-1963,04-10-2020,Vacation,Internet advertisement,5,8,Passives,Gym,Facility,Poor,1
1273,Guest 01273,Male,19-03-1960,26-02-2020,Other,Word of mouth,1,7,Passives,Staff attitude,Staff,Good,3
1274,Guest 01274,Male,28-06-1975,29-10-2021,Business,Organization,5,9,Promoters,Check-in Process,Staff,Very good,4
1275,Guest 01275,Female,29-09-2006,20-03-2022,Function,News paper,3,3,Detractors,Room service,Room,Very good,4
1276,Guest 01276,Female,15-02-1951,24-01-2021,Vacation,Organization,4,7,Passives,Room cleanliness,Room,Good,3
1277,Guest 01277,Male,22-02-1977,01-03-2021,Vacation,Search engine,4,7,Passives,Food quality,Restaurant,Very good,4
1278,Guest 01278,Female,22-04-1962,12-10-2022,Other,Search engine,5,5,Detractors,Variety of food,Restaurant,Average,2
1279,Guest 01279,Male,24-01-1974,10-05-2020,Business,Organization,4,8,Passives,Broadband & TV,Facility,Poor,1
1280,Guest 01280,Male,30-07-2000,07-08-2021,Function,Television advertisement,3,4,Detractors,Gym,Facility,Good,3
1281,Guest 01281,Male,05-02-1985,24-09-2020,Business,Organization,4,9,Promoters,Staff attitude,Staff,Very good,4
1282,Guest 01282,Male,21-09-1988,17-02-2020,Vacation,hotel booking sites,5,10,Promoters,Check-in Process,Staff,Good,3
1283,Guest 01283,Male,26-08-1985,24-10-2022,Business,Organization,5,9,Promoters,Room service,Room,Excellent,5
1284,Guest 01284,Female,01-10-1992,16-10-2020,Vacation,hotel booking sites,1,3,Detractors,Room cleanliness,Room,Poor,1
1285,Guest 01285,Male,10-11-1969,06-04-2022,Other,Word of mouth,4,9,Promoters,Food quality,Restaurant,Average,2
1286,Guest 01286,Female,30-10-1978,21-10-2022,Vacation,Word of mouth,3,4,Detractors,Variety of food,Restaurant,Average,2
1287,Guest 01287,Male,27-10-1985,09-11-2022,Business,Organization,5,7,Passives,Broadband & TV,Facility,Very good,4
1288,Guest 01288,Male,19-06-1955,22-08-2020,Other,Internet advertisement,4,7,Passives,Gym,Facility,Excellent,5
1289,Guest 01289,Male,11-10-1981,04-07-2020,Function,Organization,4,8,Passives,Staff attitude,Staff,Good,3
1290,Guest 01290,Female,13-02-1972,29-06-2022,Vacation,Word of mouth,5,4,Detractors,Check-in Process,Staff,Excellent,5
1291,Guest 01291,Male,25-09-1990,13-12-2021,Function,Word of mouth,5,7,Passives,Room service,Room,Good,3
1292,Guest 01292,Male,21-11-1980,09-06-2022,Business,Organization,3,9,Promoters,Room cleanliness,Room,Poor,1
1293,Guest 01293,Male,30-09-1985,06-05-2021,Vacation,Internet advertisement,3,9,Promoters,Food quality,Restaurant,Excellent,5
1294,Guest 01294,Female,14-01-2005,14-01-2020,Vacation,hotel booking sites,1,9,Promoters,Variety of food,Restaurant,Average,2
1295,Guest 01295,Male,12-11-1987,22-04-2021,Business,Word of mouth,3,10,Promoters,Broadband & TV,Facility,Good,3
1296,Guest 01296,Male,13-07-1978,12-12-2021,Vacation,Search engine,4,9,Promoters,Gym,Facility,Poor,1
1297,Guest 01297,Male,11-10-1989,01-04-2021,Business,Organization,4,8,Passives,Staff attitude,Staff,Poor,1
1298,Guest 01298,Male,15-12-1980,09-03-2021,Business,Organization,5,6,Detractors,Check-in Process,Staff,Good,3
1299,Guest 01299,Female,17-01-1972,30-05-2021,Vacation,Search engine,5,6,Detractors,Room service,Room,Excellent,5
1300,Guest 01300,Male,31-05-1965,14-07-2022,Vacation,Search engine,3,4,Detractors,Room cleanliness,Room,Good,3
1301,Guest 01301,Female,10-11-1972,08-02-2020,Business,Organization,4,9,Promoters,Food quality,Restaurant,Good,3
1302,Guest 01302,Female,12-01-1995,23-05-2022,Vacation,Organization,1,8,Passives,Variety of food,Restaurant,Good,3
1303,Guest 01303,Male,21-09-1986,11-11-2022,Vacation,hotel booking sites,5,8,Passives,Broadband & TV,Facility,Average,2
1304,Guest 01304,Male,09-09-1990,17-04-2021,Business,Organization,4,10,Promoters,Gym,Facility,Very good,4
1305,Guest 01305,Female,14-05-1980,16-09-2022,Vacation,hotel booking sites,5,9,Promoters,Staff attitude,Staff,Average,2
1306,Guest 01306,Female,23-09-1996,11-05-2022,Other,hotel booking sites,3,9,Promoters,Check-in Process,Staff,Average,2
1307,Guest 01307,Female,21-04-1957,20-01-2022,Function,Organization,5,9,Promoters,Room service,Room,Good,3
1308,Guest 01308,Female,28-09-1963,07-05-2020,Vacation,hotel booking sites,4,8,Passives,Room cleanliness,Room,Very good,4
1309,Guest 01309,Male,06-12-1975,18-05-2022,Vacation,hotel booking sites,3,9,Promoters,Food quality,Restaurant,Excellent,5
1310,Guest 01310,Male,25-02-1994,24-05-2021,Vacation,Search engine,2,3,Detractors,Variety of food,Restaurant,Poor,1
1311,Guest 01311,Male,10-05-1992,16-06-2020,Vacation,hotel booking sites,5,9,Promoters,Broadband & TV,Facility,Average,2
1312,Guest 01312,Female,16-03-1993,12-09-2021,Vacation,Search engine,5,7,Passives,Gym,Facility,Average,2
1313,Guest 01313,Male,08-06-2005,28-11-2022,Business,Organization,4,9,Promoters,Staff attitude,Staff,Very good,4
1314,Guest 01314,Male,28-03-1968,23-10-2020,Vacation,Internet advertisement,1,10,Promoters,Check-in Process,Staff,Excellent,5
1315,Guest 01315,Male,15-05-2006,14-06-2022,Vacation,hotel booking sites,4,8,Passives,Room service,Room,Good,3
1316,Guest 01316,Female,17-11-1953,15-01-2021,Vacation,hotel booking sites,3,9,Promoters,Room cleanliness,Room,Average,2
1317,Guest 01317,Male,09-11-1991,13-10-2022,Vacation,Search engine,5,8,Passives,Food quality,Restaurant,Excellent,5
1318,Guest 01318,Male,02-09-2000,10-10-2022,Vacation,Word of mouth,1,9,Promoters,Variety of food,Restaurant,Average,2
1319,Guest 01319,Male,05-07-1962,26-12-2020,Vacation,Television advertisement,4,8,Passives,Broadband & TV,Facility,Poor,1
1320,Guest 01320,Male,05-05-1958,09-07-2020,Other,hotel booking sites,4,9,Promoters,Gym,Facility,Good,3
1321,Guest 01321,Male,08-11-2001,28-11-2021,Vacation,hotel booking sites,5,9,Promoters,Staff attitude,Staff,Excellent,5
1322,Guest 01322,Male,21-06-1951,27-12-2022,Business,Organization,5,7,Passives,Check-in Process,Staff,Excellent,5
1323,Guest 01323,Male,08-02-1966,20-07-2020,Business,Organization,1,6,Detractors,Room service,Room,Good,3
1324,Guest 01324,Male,09-11-1956,20-10-2020,Vacation,hotel booking sites,4,9,Promoters,Room cleanliness,Room,Very good,4
1325,Guest 01325,Female,04-08-1953,15-12-2022,Function,Word of mouth,3,9,Promoters,Food quality,Restaurant,Average,2
1326,Guest 01326,Female,28-04-1993,20-06-2021,Vacation,hotel booking sites,2,6,Detractors,Variety of food,Restaurant,Average,2
1327,Guest 01327,Female,03-01-1991,12-11-2020,Vacation,Word of mouth,3,10,Promoters,Broadband & TV,Facility,Excellent,5
1328,Guest 01328,Female,27-07-1969,30-04-2020,Business,Search engine,2,10,Promoters,Gym,Facility,Excellent,5
1329,Guest 01329,Female,13-12-1987,04-05-2022,Business,Organization,4,9,Promoters,Staff attitude,Staff,Very good,4
1330,Guest 01330,Female,10-11-1972,29-06-2020,Vacation,hotel booking sites,1,9,Promoters,Check-in Process,Staff,Very good,4
1331,Guest 01331,Female,01-08-1976,08-04-2022,Vacation,Word of mouth,3,4,Detractors,Room service,Room,Excellent,5
1332,Guest 01332,Male,24-11-1957,02-07-2021,Vacation,Search engine,4,7,Passives,Room cleanliness,Room,Good,3
1333,Guest 01333,Female,21-03-1985,02-10-2020,Vacation,Word of mouth,2,7,Passives,Food quality,Restaurant,Poor,1
1334,Guest 01334,Male,18-05-1974,17-07-2022,Business,Organization,5,9,Promoters,Variety of food,Restaurant,Poor,1
1335,Guest 01335,Male,23-06-2004,10-11-2022,Vacation,hotel booking sites,4,3,Detractors,Broadband & TV,Facility,Poor,1
1336,Guest 01336,Female,20-09-1995,15-12-2022,Other,Organization,3,5,Detractors,Gym,Facility,Excellent,5
1337,Guest 01337,Female,08-12-1971,10-10-2022,Business,Organization,5,6,Detractors,Staff attitude,Staff,Good,3
1338,Guest 01338,Female,15-01-1995,13-06-2022,Vacation,Word of mouth,5,10,Promoters,Check-in Process,Staff,Excellent,5
1339,Guest 01339,Male,03-01-1987,04-04-2021,Business,Organization,4,10,Promoters,Room service,Room,Very good,4
1340,Guest 01340,Female,26-08-1965,04-06-2021,Vacation,News paper,3,7,Passives,Room cleanliness,Room,Very good,4
1341,Guest 01341,Male,09-06-1952,28-03-2021,Vacation,Search engine,2,9,Promoters,Food quality,Restaurant,Average,2
1342,Guest 01342,Female,30-06-1998,21-08-2021,Vacation,Television advertisement,5,7,Passives,Variety of food,Restaurant,Average,2
1343,Guest 01343,Male,17-03-1986,05-10-2022,Business,Organization,3,6,Detractors,Broadband & TV,Facility,Average,2
1344,Guest 01344,Female,20-01-1963,24-07-2020,Function,Search engine,5,7,Passives,Gym,Facility,Average,2
1345,Guest 01345,Male,11-10-1968,27-07-2020,Vacation,News paper,5,9,Promoters,Staff attitude,Staff,Very good,4
1346,Guest 01346,Female,09-07-1987,25-09-2022,Business,Organization,2,6,Detractors,Check-in Process,Staff,Very good,4
1347,Guest 01347,Female,20-12-1995,07-11-2022,Business,Word of mouth,5,9,Promoters,Room service,Room,Good,3
1348,Guest 01348,Female,12-09-1989,07-11-2022,Business,Organization,5,8,Passives,Room cleanliness,Room,Average,2
1349,Guest 01349,Female,10-10-1989,03-09-2021,Business,Organization,5,8,Passives,Food quality,Restaurant,Excellent,5
1350,Guest 01350,Female,24-02-1959,07-11-2022,Business,Organization,2,3,Detractors,Variety of food,Restaurant,Poor,1
1351,Guest 01351,Male,20-03-1951,11-11-2022,Vacation,hotel booking sites,3,9,Promoters,Broadband & TV,Facility,Poor,1
1352,Guest 01352,Male,17-06-1985,19-02-2020,Business,Organization,4,7,Passives,Gym,Facility,Good,3
1353,Guest 01353,Male,07-04-1991,27-03-2021,Vacation,Internet advertisement,4,9,Promoters,Staff attitude,Staff,Very good,4
1354,Guest 01354,Female,02-06-1977,23-02-2021,Business,Organization,5,4,Detractors,Check-in Process,Staff,Very good,4
1355,Guest 01355,Female,19-05-1976,19-02-2020,Business,Organization,5,3,Detractors,Room service,Room,Poor,1
1356,Guest 01356,Female,26-11-1961,07-06-2021,Other,Internet advertisement,5,3,Detractors,Room cleanliness,Room,Good,3
1357,Guest 01357,Male,18-04-1971,08-01-2022,Vacation,Word of mouth,5,9,Promoters,Food quality,Restaurant,Poor,1
1358,Guest 01358,Female,21-02-2002,06-06-2020,Business,Organization,3,6,Detractors,Variety of food,Restaurant,Poor,1
1359,Guest 01359,Female,19-08-1974,08-01-2020,Vacation,hotel booking sites,4,9,Promoters,Broadband & TV,Facility,Very good,4
1360,Guest 01360,Male,12-08-1977,26-04-2020,Other,Word of mouth,4,7,Passives,Gym,Facility,Very good,4
1361,Guest 01361,Male,27-07-1993,14-12-2020,Business,Organization,5,9,Promoters,Staff attitude,Staff,Very good,4
1362,Guest 01362,Male,09-09-1956,25-01-2020,Vacation,Search engine,3,9,Promoters,Check-in Process,Staff,Very good,4
1363,Guest 01363,Female,04-03-1979,25-06-2020,Function,Word of mouth,2,9,Promoters,Room service,Room,Average,2
1364,Guest 01364,Male,12-07-2006,05-08-2020,Business,hotel booking sites,1,7,Passives,Room cleanliness,Room,Excellent,5
1365,Guest 01365,Male,26-04-1978,22-03-2020,Business,Organization,5,8,Passives,Food quality,Restaurant,Very good,4
1366,Guest 01366,Male,02-11-1980,28-05-2020,Business,Organization,2,9,Promoters,Variety of food,Restaurant,Average,2
1367,Guest 01367,Male,05-08-1971,28-08-2022,Vacation,Television advertisement,3,9,Promoters,Broadband & TV,Facility,Excellent,5
1368,Guest 01368,Male,15-08-1982,21-07-2022,Business,Organization,1,6,Detractors,Gym,Facility,Good,3
1369,Guest 01369,Female,15-07-1999,13-06-2022,Business,Organization,5,8,Passives,Staff attitude,Staff,Average,2
1370,Guest 01370,Female,21-08-1981,19-03-2021,Vacation,hotel booking sites,3,9,Promoters,Check-in Process,Staff,Average,2
1371,Guest 01371,Male,03-12-1995,11-08-2020,Vacation,Internet advertisement,5,9,Promoters,Room service,Room,Good,3
1372,Guest 01372,Female,22-08-1993,19-05-2020,Function,Search engine,5,4,Detractors,Room cleanliness,Room,Excellent,5
1373,Guest 01373,Female,12-12-1962,03-03-2020,Business,Organization,3,10,Promoters,Food quality,Restaurant,Average,2
1374,Guest 01374,Male,08-07-1963,14-07-2022,Function,Television advertisement,2,10,Promoters,Variety of food,Restaurant,Average,2
1375,Guest 01375,Female,31-08-2001,17-05-2021,Vacation,Word of mouth,4,7,Passives,Broadband & TV,Facility,Very good,4
1376,Guest 01376,Female,17-03-1961,18-12-2022,Business,Word of mouth,4,10,Promoters,Gym,Facility,Good,3
1377,Guest 01377,Male,14-02-1962,14-09-2022,Vacation,hotel booking sites,4,7,Passives,Staff attitude,Staff,Good,3
1378,Guest 01378,Female,01-09-1997,18-02-2022,Vacation,hotel booking sites,5,7,Passives,Check-in Process,Staff,Excellent,5
1379,Guest 01379,Female,28-11-1999,03-03-2020,Vacation,Internet advertisement,1,9,Promoters,Room service,Room,Excellent,5
1380,Guest 01380,Male,12-04-1965,20-07-2021,Vacation,Search engine,4,5,Detractors,Room cleanliness,Room,Good,3
1381,Guest 01381,Female,25-03-1969,08-08-2021,Business,Organization,5,8,Passives,Food quality,Restaurant,Average,2
1382,Guest 01382,Male,05-06-1985,07-11-2020,Function,Search engine,5,4,Detractors,Variety of food,Restaurant,Poor,1
1383,Guest 01383,Female,11-12-1979,02-02-2020,Business,Organization,4,10,Promoters,Broadband & TV,Facility,Average,2
1384,Guest 01384,Male,02-10-1951,10-05-2020,Vacation,hotel booking sites,4,5,Detractors,Gym,Facility,Very good,4
1385,Guest 01385,Male,03-03-1983,19-03-2021,Vacation,Internet advertisement,4,3,Detractors,Staff attitude,Staff,Very good,4
1386,Guest 01386,Male,11-03-1973,27-05-2020,Vacation,Word of mouth,2,7,Passives,Check-in Process,Staff,Excellent,5
1387,Guest 01387,Male,29-12-1998,18-02-2020,Business,Organization,3,8,Passives,Room service,Room,Average,2
1388,Guest 01388,Male,14-07-1991,10-10-2022,Business,Organization,4,6,Detractors,Room cleanliness,Room,Poor,1
1389,Guest 01389,Female,09-10-1963,13-08-2020,Business,Organization,3,9,Promoters,Food quality,Restaurant,Poor,1
1390,Guest 01390,Female,03-03-1972,22-07-2020,Vacation,Organization,5,9,Promoters,Variety of food,Restaurant,Average,2
1391,Guest 01391,Male,02-05-1968,01-01-2022,Function,Word of mouth,3,9,Promoters,Broadband & TV,Facility,Good,3
1392,Guest 01392,Male,02-04-2001,13-12-2020,Function,Word of mouth,3,4,Detractors,Gym,Facility,Average,2
1393,Guest 01393,Female,19-03-2002,02-01-2021,Business,Organization,1,9,Promoters,Staff attitude,Staff,Excellent,5
1394,Guest 01394,Male,10-08-1962,25-11-2020,Business,Organization,5,8,Passives,Check-in Process,Staff,Excellent,5
1395,Guest 01395,Female,19-11-1972,18-02-2021,Business,Search engine,5,10,Promoters,Room service,Room,Good,3
1396,Guest 01396,Female,03-01-1956,25-12-2022,Other,Search engine,4,8,Passives,Room cleanliness,Room,Excellent,5
1397,Guest 01397,Female,22-09-1988,10-09-2021,Vacation,Search engine,3,4,Detractors,Food quality,Restaurant,Good,3
1398,Guest 01398,Male,27-03-1981,30-04-2021,Vacation,Word of mouth,3,9,Promoters,Variety of food,Restaurant,Poor,1
1399,Guest 01399,Male,18-12-1967,05-02-2020,Vacation,Television advertisement,4,9,Promoters,Broadband & TV,Facility,Good,3
1400,Guest 01400,Female,17-10-1980,26-06-2022,Business,Organization,5,6,Detractors,Gym,Facility,Excellent,5
1401,Guest 01401,Female,13-01-1966,24-08-2020,Vacation,Television advertisement,5,9,Promoters,Staff attitude,Staff,Very good,4
1402,Guest 01402,Male,30-11-1953,04-10-2022,Business,Organization,3,6,Detractors,Check-in Process,Staff,Very good,4
1403,Guest 01403,Female,17-12-1965,26-07-2022,Business,Organization,4,9,Promoters,Room service,Room,Excellent,5
1404,Guest 01404,Male,19-12-1976,02-04-2022,Business,Organization,1,9,Promoters,Room cleanliness,Room,Poor,1
1405,Guest 01405,Male,29-08-1969,13-02-2020,Vacation,Search engine,4,9,Promoters,Food quality,Restaurant,Excellent,5
1406,Guest 01406,Male,14-11-1992,29-11-2022,Other,News paper,2,10,Promoters,Variety of food,Restaurant,Poor,1
1407,Guest 01407,Male,20-10-2003,06-01-2021,Vacation,Organization,2,7,Passives,Broadband & TV,Facility,Excellent,5
1408,Guest 01408,Female,04-06-1984,02-08-2020,Vacation,News paper,4,5,Detractors,Gym,Facility,Poor,1
1409,Guest 01409,Female,26-09-1966,11-02-2020,Business,Organization,2,9,Promoters,Staff attitude,Staff,Very good,4
1410,Guest 01410,Male,10-06-2004,21-08-2022,Business,Organization,3,7,Passives,Check-in Process,Staff,Very good,4
1411,Guest 01411,Male,25-02-1956,14-01-2020,Function,Word of mouth,2,8,Passives,Room service,Room,Good,3
1412,Guest 01412,Male,05-03-1957,17-10-2020,Business,Organization,4,9,Promoters,Room cleanliness,Room,Poor,1
1413,Guest 01413,Male,12-12-2005,26-08-2022,Business,Organization,4,4,Detractors,Food quality,Restaurant,Average,2
1414,Guest 01414,Male,14-04-1954,13-01-2020,Vacation,Internet advertisement,2,8,Passives,Variety of food,Restaurant,Poor,1
1415,Guest 01415,Male,02-03-1998,24-01-2020,Business,Word of mouth,3,7,Passives,Broadband & TV,Facility,Excellent,5
1416,Guest 01416,Male,10-06-1967,12-02-2020,Function,Organization,5,4,Detractors,Gym,Facility,Average,2
1417,Guest 01417,Male,05-04-2004,01-01-2022,Vacation,Word of mouth,3,7,Passives,Staff attitude,Staff,Excellent,5
1418,Guest 01418,Female,29-11-1996,09-01-2021,Business,Organization,2,9,Promoters,Check-in Process,Staff,Very good,4
